LIGA,CONFRONTO_CASA,CONFRONTO_FORA,PLACAR_CASA,PLACAR_FORA,RESULTADO
BRASIL - SÉRIE A,CORINTHIANS,CORITIBA,2,1,CASA
BRASIL - SÉRIE A,FLAMENGO,VITÓRIA,1,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,GRÊMIO,4,3,CASA
BRASIL - SÉRIE A,CORINTHIANS,SANTOS,1,0,CASA
BRASIL - SÉRIE A,CORITIBA,CHAPECOENSE,3,4,FORA
BRASIL - SÉRIE A,SANTA CRUZ FC,SPORT RECIFE,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,FLUMINENSE,1,1,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,CRUZEIRO,0,1,FORA
BRASIL - SÉRIE A,FIGUEIRENSE,SÃO PAULO,1,0,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,PONTE PRETA,1,2,FORA
BRASIL - SÉRIE A,INTERNACIONAL,ATLÉTICO PARANAENSE,1,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,SANTA CRUZ FC,1,1,EMPATE
BRASIL - SÉRIE A,PONTE PRETA,FLAMENGO,1,2,FORA
BRASIL - SÉRIE A,SPORT RECIFE,CORINTHIANS,0,2,FORA
BRASIL - SÉRIE A,VITÓRIA,ATLÉTICO MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,BOTAFOGO,1,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,PALMEIRAS,1,0,CASA
BRASIL - SÉRIE A,SANTOS,INTERNACIONAL,0,1,FORA
BRASIL - SÉRIE A,GRÊMIO,CORITIBA,2,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,AMÉRICA MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,FIGUEIRENSE,2,1,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,GRÊMIO,0,3,FORA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,VITÓRIA,1,1,EMPATE
BRASIL - SÉRIE A,FLAMENGO,CHAPECOENSE,2,2,EMPATE
BRASIL - SÉRIE A,PALMEIRAS,FLUMINENSE,2,0,CASA
BRASIL - SÉRIE A,SANTA CRUZ FC,CRUZEIRO,4,1,CASA
BRASIL - SÉRIE A,CORITIBA,SÃO PAULO,1,1,EMPATE
BRASIL - SÉRIE A,CORINTHIANS,PONTE PRETA,3,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,SPORT RECIFE,1,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,ATLÉTICO PARANAENSE,2,1,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,SANTOS,2,2,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,FIGUEIRENSE,2,2,EMPATE
BRASIL - SÉRIE A,SANTOS,CORITIBA,2,1,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,ATLÉTICO MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,VITÓRIA,CORINTHIANS,3,2,CASA
BRASIL - SÉRIE A,SÃO PAULO,INTERNACIONAL,1,2,FORA
BRASIL - SÉRIE A,GRÊMIO,FLAMENGO,1,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,AMÉRICA MINEIRO,3,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,BOTAFOGO,1,1,EMPATE
BRASIL - SÉRIE A,PONTE PRETA,PALMEIRAS,2,1,CASA
BRASIL - SÉRIE A,FLUMINENSE,SANTA CRUZ FC,2,2,EMPATE
BRASIL - SÉRIE A,CORITIBA,CRUZEIRO,1,0,CASA
BRASIL - SÉRIE A,SANTA CRUZ FC,VITÓRIA,4,1,CASA
BRASIL - SÉRIE A,BOTAFOGO,SÃO PAULO,0,1,FORA
BRASIL - SÉRIE A,CORINTHIANS,GRÊMIO,0,0,EMPATE
BRASIL - SÉRIE A,FIGUEIRENSE,PONTE PRETA,0,0,EMPATE
BRASIL - SÉRIE A,AMÉRICA MINEIRO,FLUMINENSE,0,1,FORA
BRASIL - SÉRIE A,INTERNACIONAL,CHAPECOENSE,0,0,EMPATE
BRASIL - SÉRIE A,FLAMENGO,SPORT RECIFE,1,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,ATLÉTICO PARANAENSE,4,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,SANTOS,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CHAPECOENSE,3,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,CRUZEIRO,2,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,FLUMINENSE,1,0,CASA
BRASIL - SÉRIE A,JOINVILLE,GRÊMIO,0,2,FORA
BRASIL - SÉRIE A,CORINTHIANS,AVAÍ,1,1,EMPATE
BRASIL - SÉRIE A,GOIÁS,SÃO PAULO,0,1,FORA
BRASIL - SÉRIE A,FLAMENGO,PALMEIRAS,1,2,FORA
BRASIL - SÉRIE A,PONTE PRETA,SPORT RECIFE,0,1,FORA
BRASIL - SÉRIE A,SANTOS,ATLÉTICO PARANAENSE,5,1,CASA
BRASIL - SÉRIE A,CORITIBA,VASCO DA GAMA,0,0,EMPATE
BRASIL - SÉRIE A,GRÊMIO,ATLÉTICO MINEIRO,2,1,CASA
BRASIL - SÉRIE A,CRUZEIRO,JOINVILLE,3,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,CORINTHIANS,2,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,GOIÁS,1,3,FORA
BRASIL - SÉRIE A,PALMEIRAS,CORITIBA,0,2,FORA
BRASIL - SÉRIE A,VASCO DA GAMA,SANTOS,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,FLAMENGO,3,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,FIGUEIRENSE,3,2,CASA
BRASIL - SÉRIE A,FLUMINENSE,INTERNACIONAL,1,1,EMPATE
BRASIL - SÉRIE A,AVAÍ,PONTE PRETA,1,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,GRÊMIO,1,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,CHAPECOENSE,0,0,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,GOIÁS,2,2,EMPATE
BRASIL - SÉRIE A,JOINVILLE,VASCO DA GAMA,1,2,FORA
BRASIL - SÉRIE A,CORINTHIANS,SÃO PAULO,6,1,CASA
BRASIL - SÉRIE A,FLAMENGO,PONTE PRETA,1,1,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,AVAÍ,3,1,CASA
BRASIL - SÉRIE A,CORITIBA,SANTOS,1,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,ATLÉTICO PARANAENSE,0,0,EMPATE
BRASIL - SÉRIE A,PALMEIRAS,CRUZEIRO,1,1,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,ATLÉTICO MINEIRO,4,2,CASA
BRASIL - SÉRIE A,SANTOS,FLAMENGO,0,0,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,CORINTHIANS,1,1,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,INTERNACIONAL,1,0,CASA
BRASIL - SÉRIE A,GRÊMIO,FLUMINENSE,1,0,CASA
BRASIL - SÉRIE A,GOIÁS,CORITIBA,1,3,FORA
BRASIL - SÉRIE A,AVAÍ,JOINVILLE,2,1,CASA
BRASIL - SÉRIE A,PONTE PRETA,FIGUEIRENSE,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,PALMEIRAS,3,3,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,SPORT RECIFE,3,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,VASCO DA GAMA,0,2,FORA
BRASIL - SÉRIE A,FLAMENGO,GOIÁS,4,1,CASA
BRASIL - SÉRIE A,CRUZEIRO,SÃO PAULO,2,1,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,ATLÉTICO MINEIRO,0,1,FORA
BRASIL - SÉRIE A,JOINVILLE,SANTOS,0,0,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,GRÊMIO,1,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,PONTE PRETA,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,AVAÍ,2,1,CASA
BRASIL - SÉRIE A,CORINTHIANS,CORITIBA,2,1,CASA
BRASIL - SÉRIE A,FLUMINENSE,CHAPECOENSE,2,3,FORA
BRASIL - SÉRIE A,CHAPECOENSE,ATLÉTICO PARANAENSE,0,0,EMPATE
BRASIL - SÉRIE A,GRÊMIO,FLAMENGO,2,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CORINTHIANS,0,3,FORA
BRASIL - SÉRIE A,SANTOS,PALMEIRAS,2,1,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,FLUMINENSE,0,1,FORA
BRASIL - SÉRIE A,GOIÁS,INTERNACIONAL,2,1,CASA
BRASIL - SÉRIE A,SÃO PAULO,SPORT RECIFE,3,0,CASA
BRASIL - SÉRIE A,AVAÍ,CRUZEIRO,1,1,EMPATE
BRASIL - SÉRIE A,PONTE PRETA,JOINVILLE,1,0,CASA
BRASIL - SÉRIE A,CORITIBA,FIGUEIRENSE,1,1,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,AVAÍ,0,0,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,GRÊMIO,0,0,EMPATE
BRASIL - SÉRIE A,CORITIBA,SÃO PAULO,1,2,FORA
BRASIL - SÉRIE A,CORINTHIANS,FLAMENGO,1,0,CASA
BRASIL - SÉRIE A,GOIÁS,CRUZEIRO,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,PONTE PRETA,2,1,CASA
BRASIL - SÉRIE A,FLUMINENSE,ATLÉTICO PARANAENSE,0,1,FORA
BRASIL - SÉRIE A,INTERNACIONAL,JOINVILLE,1,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,SANTOS,0,0,EMPATE
BRASIL - SÉRIE A,PALMEIRAS,SPORT RECIFE,0,2,FORA
BRASIL - SÉRIE A,JOINVILLE,FIGUEIRENSE,1,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,CORITIBA,3,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,FLUMINENSE,2,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,VASCO DA GAMA,2,2,EMPATE
BRASIL - SÉRIE A,FLAMENGO,INTERNACIONAL,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,CORINTHIANS,1,4,FORA
BRASIL - SÉRIE A,GRÊMIO,CHAPECOENSE,2,3,FORA
BRASIL - SÉRIE A,SANTOS,GOIÁS,3,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,ATLÉTICO MINEIRO,4,1,CASA
BRASIL - SÉRIE A,AVAÍ,PALMEIRAS,1,3,FORA
BRASIL - SÉRIE A,GRÊMIO,SANTOS,1,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,PONTE PRETA,0,1,FORA
BRASIL - SÉRIE A,FIGUEIRENSE,FLAMENGO,3,0,CASA
BRASIL - SÉRIE A,JOINVILLE,CORITIBA,3,1,CASA
BRASIL - SÉRIE A,FLUMINENSE,SÃO PAULO,2,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,CRUZEIRO,2,2,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,CHAPECOENSE,1,1,EMPATE
BRASIL - SÉRIE A,CORINTHIANS,GOIÁS,3,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,AVAÍ,3,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,INTERNACIONAL,2,1,CASA
BRASIL - SÉRIE A,SÃO PAULO,ATLÉTICO PARANAENSE,1,0,CASA
BRASIL - SÉRIE A,AVAÍ,VASCO DA GAMA,1,1,EMPATE
BRASIL - SÉRIE A,FLAMENGO,JOINVILLE,2,0,CASA
BRASIL - SÉRIE A,SANTOS,FLUMINENSE,3,1,CASA
BRASIL - SÉRIE A,GOIÁS,FIGUEIRENSE,2,3,FORA
BRASIL - SÉRIE A,CRUZEIRO,GRÊMIO,0,0,EMPATE
BRASIL - SÉRIE A,PONTE PRETA,CORINTHIANS,2,2,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,PALMEIRAS,5,1,CASA
BRASIL - SÉRIE A,INTERNACIONAL,SPORT RECIFE,2,1,CASA
BRASIL - SÉRIE A,CORITIBA,ATLÉTICO MINEIRO,0,3,FORA
BRASIL - SÉRIE A,GRÊMIO,AVAÍ,3,1,CASA
BRASIL - SÉRIE A,SANTOS,INTERNACIONAL,3,1,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,PONTE PRETA,1,2,FORA
BRASIL - SÉRIE A,SÃO PAULO,PALMEIRAS,1,1,EMPATE
BRASIL - SÉRIE A,FLAMENGO,VASCO DA GAMA,1,2,FORA
BRASIL - SÉRIE A,FIGUEIRENSE,CORINTHIANS,1,3,FORA
BRASIL - SÉRIE A,JOINVILLE,ATLÉTICO MINEIRO,2,2,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,CHAPECOENSE,3,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,CORITIBA,2,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,GOIÁS,2,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,FLUMINENSE,3,1,CASA
BRASIL - SÉRIE A,CORINTHIANS,SANTOS,2,0,CASA
BRASIL - SÉRIE A,GOIÁS,JOINVILLE,3,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,SPORT RECIFE,2,1,CASA
BRASIL - SÉRIE A,AVAÍ,SÃO PAULO,2,1,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,FLAMENGO,4,1,CASA
BRASIL - SÉRIE A,CHAPECOENSE,CRUZEIRO,0,2,FORA
BRASIL - SÉRIE A,CORITIBA,ATLÉTICO PARANAENSE,2,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,FIGUEIRENSE,1,1,EMPATE
BRASIL - SÉRIE A,PALMEIRAS,GRÊMIO,3,2,CASA
BRASIL - SÉRIE A,FLAMENGO,CORITIBA,0,2,FORA
BRASIL - SÉRIE A,FIGUEIRENSE,AVAÍ,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,GRÊMIO,1,2,FORA
BRASIL - SÉRIE A,INTERNACIONAL,CORINTHIANS,2,1,CASA
BRASIL - SÉRIE A,CRUZEIRO,VASCO DA GAMA,2,2,EMPATE
BRASIL - SÉRIE A,SANTOS,ATLÉTICO MINEIRO,4,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,CHAPECOENSE,0,0,EMPATE
BRASIL - SÉRIE A,JOINVILLE,SPORT RECIFE,1,1,EMPATE
BRASIL - SÉRIE A,GOIÁS,PONTE PRETA,1,2,FORA
BRASIL - SÉRIE A,FLUMINENSE,PALMEIRAS,1,4,FORA
BRASIL - SÉRIE A,PALMEIRAS,FIGUEIRENSE,2,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,JOINVILLE,3,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,SANTOS,3,1,CASA
BRASIL - SÉRIE A,CRUZEIRO,ATLÉTICO MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,ATLÉTICO PARANAENSE,2,0,CASA
BRASIL - SÉRIE A,GRÊMIO,SÃO PAULO,1,2,FORA
BRASIL - SÉRIE A,CHAPECOENSE,FLAMENGO,1,3,FORA
BRASIL - SÉRIE A,AVAÍ,GOIÁS,2,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,FLUMINENSE,1,0,CASA
BRASIL - SÉRIE A,CORITIBA,INTERNACIONAL,0,1,FORA
BRASIL - SÉRIE A,FLAMENGO,CRUZEIRO,2,0,CASA
BRASIL - SÉRIE A,JOINVILLE,CHAPECOENSE,0,0,EMPATE
BRASIL - SÉRIE A,FIGUEIRENSE,ATLÉTICO PARANAENSE,1,1,EMPATE
BRASIL - SÉRIE A,CORITIBA,FLUMINENSE,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,SÃO PAULO,3,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,GRÊMIO,1,1,EMPATE
BRASIL - SÉRIE A,GOIÁS,SPORT RECIFE,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,AVAÍ,2,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,VASCO DA GAMA,0,1,FORA
BRASIL - SÉRIE A,INTERNACIONAL,PALMEIRAS,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,JOINVILLE,0,0,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,FIGUEIRENSE,5,1,CASA
BRASIL - SÉRIE A,CHAPECOENSE,PONTE PRETA,0,0,EMPATE
BRASIL - SÉRIE A,AVAÍ,CORITIBA,0,2,FORA
BRASIL - SÉRIE A,FLUMINENSE,FLAMENGO,1,3,FORA
BRASIL - SÉRIE A,GRÊMIO,GOIÁS,2,1,CASA
BRASIL - SÉRIE A,PALMEIRAS,CORINTHIANS,3,3,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,SANTOS,1,1,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,ATLÉTICO MINEIRO,1,2,FORA
BRASIL - SÉRIE A,SÃO PAULO,INTERNACIONAL,2,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,GRÊMIO,0,2,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,ATLÉTICO PARANAENSE,0,1,FORA
BRASIL - SÉRIE A,FLAMENGO,AVAÍ,3,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,FLUMINENSE,2,0,CASA
BRASIL - SÉRIE A,CORITIBA,SPORT RECIFE,0,0,EMPATE
BRASIL - SÉRIE A,GOIÁS,PALMEIRAS,1,0,CASA
BRASIL - SÉRIE A,SANTOS,CHAPECOENSE,3,1,CASA
BRASIL - SÉRIE A,INTERNACIONAL,VASCO DA GAMA,6,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,CRUZEIRO,1,2,FORA
BRASIL - SÉRIE A,JOINVILLE,SÃO PAULO,0,0,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,PONTE PRETA,3,0,CASA
BRASIL - SÉRIE A,AVAÍ,INTERNACIONAL,3,0,CASA
BRASIL - SÉRIE A,GRÊMIO,CORITIBA,0,0,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,ATLÉTICO MINEIRO,1,2,FORA
BRASIL - SÉRIE A,SPORT RECIFE,FLAMENGO,0,1,FORA
BRASIL - SÉRIE A,PALMEIRAS,JOINVILLE,3,2,CASA
BRASIL - SÉRIE A,CHAPECOENSE,CORINTHIANS,1,3,FORA
BRASIL - SÉRIE A,CRUZEIRO,SANTOS,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,GOIÁS,3,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,FIGUEIRENSE,0,1,FORA
BRASIL - SÉRIE A,FIGUEIRENSE,SPORT RECIFE,2,1,CASA
BRASIL - SÉRIE A,PONTE PRETA,GRÊMIO,0,0,EMPATE
BRASIL - SÉRIE A,CORITIBA,CHAPECOENSE,1,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,CRUZEIRO,3,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,ATLÉTICO PARANAENSE,2,0,CASA
BRASIL - SÉRIE A,JOINVILLE,FLUMINENSE,2,1,CASA
BRASIL - SÉRIE A,FLAMENGO,SÃO PAULO,2,1,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,PALMEIRAS,2,1,CASA
BRASIL - SÉRIE A,SANTOS,AVAÍ,5,2,CASA
BRASIL - SÉRIE A,GOIÁS,VASCO DA GAMA,3,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,GOIÁS,0,3,FORA
BRASIL - SÉRIE A,PALMEIRAS,FLAMENGO,4,2,CASA
BRASIL - SÉRIE A,FLUMINENSE,FIGUEIRENSE,2,1,CASA
BRASIL - SÉRIE A,CRUZEIRO,INTERNACIONAL,0,0,EMPATE
BRASIL - SÉRIE A,AVAÍ,CORINTHIANS,1,2,FORA
BRASIL - SÉRIE A,SPORT RECIFE,PONTE PRETA,1,1,EMPATE
BRASIL - SÉRIE A,GRÊMIO,JOINVILLE,2,1,CASA
BRASIL - SÉRIE A,CHAPECOENSE,ATLÉTICO MINEIRO,2,1,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,SANTOS,0,0,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,CORITIBA,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,GRÊMIO,0,2,FORA
BRASIL - SÉRIE A,JOINVILLE,CRUZEIRO,3,0,CASA
BRASIL - SÉRIE A,GOIÁS,CHAPECOENSE,0,0,EMPATE
BRASIL - SÉRIE A,SANTOS,VASCO DA GAMA,1,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,FLUMINENSE,1,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,SÃO PAULO,0,2,FORA
BRASIL - SÉRIE A,CORINTHIANS,SPORT RECIFE,4,3,CASA
BRASIL - SÉRIE A,PONTE PRETA,AVAÍ,2,0,CASA
BRASIL - SÉRIE A,FLAMENGO,ATLÉTICO PARANAENSE,3,2,CASA
BRASIL - SÉRIE A,CORITIBA,PALMEIRAS,2,1,CASA
BRASIL - SÉRIE A,SANTOS,CORITIBA,3,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,JOINVILLE,0,0,EMPATE
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,SPORT RECIFE,1,1,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,CORINTHIANS,1,1,EMPATE
BRASIL - SÉRIE A,PONTE PRETA,FLAMENGO,1,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,PALMEIRAS,2,1,CASA
BRASIL - SÉRIE A,GOIÁS,ATLÉTICO MINEIRO,0,0,EMPATE
BRASIL - SÉRIE A,GRÊMIO,INTERNACIONAL,5,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,FIGUEIRENSE,2,2,EMPATE
BRASIL - SÉRIE A,AVAÍ,FLUMINENSE,1,0,CASA
BRASIL - SÉRIE A,CORITIBA,GOIÁS,1,1,EMPATE
BRASIL - SÉRIE A,PALMEIRAS,ATLÉTICO PARANAENSE,0,1,FORA
BRASIL - SÉRIE A,INTERNACIONAL,CHAPECOENSE,0,0,EMPATE
BRASIL - SÉRIE A,JOINVILLE,AVAÍ,2,0,CASA
BRASIL - SÉRIE A,FLAMENGO,SANTOS,2,2,EMPATE
BRASIL - SÉRIE A,FIGUEIRENSE,PONTE PRETA,3,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,CRUZEIRO,0,0,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,GRÊMIO,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,SÃO PAULO,3,1,CASA
BRASIL - SÉRIE A,CORINTHIANS,VASCO DA GAMA,3,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,FIGUEIRENSE,1,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,FLUMINENSE,2,1,CASA
BRASIL - SÉRIE A,SANTOS,JOINVILLE,2,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,INTERNACIONAL,0,0,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,CRUZEIRO,1,0,CASA
BRASIL - SÉRIE A,GOIÁS,FLAMENGO,0,1,FORA
BRASIL - SÉRIE A,CORITIBA,CORINTHIANS,1,1,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,PALMEIRAS,1,4,FORA
BRASIL - SÉRIE A,AVAÍ,ATLÉTICO PARANAENSE,1,2,FORA
BRASIL - SÉRIE A,GRÊMIO,SPORT RECIFE,1,1,EMPATE
BRASIL - SÉRIE A,CORINTHIANS,ATLÉTICO MINEIRO,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,CHAPECOENSE,1,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,VASCO DA GAMA,1,2,FORA
BRASIL - SÉRIE A,PALMEIRAS,SANTOS,1,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,CORITIBA,0,0,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,SÃO PAULO,2,0,CASA
BRASIL - SÉRIE A,JOINVILLE,PONTE PRETA,1,1,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,AVAÍ,1,1,EMPATE
BRASIL - SÉRIE A,INTERNACIONAL,GOIÁS,2,1,CASA
BRASIL - SÉRIE A,FLAMENGO,GRÊMIO,1,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,ATLÉTICO MINEIRO,0,2,FORA
BRASIL - SÉRIE A,SÃO PAULO,CORITIBA,3,1,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,FLUMINENSE,1,2,FORA
BRASIL - SÉRIE A,JOINVILLE,INTERNACIONAL,0,2,FORA
BRASIL - SÉRIE A,FLAMENGO,CORINTHIANS,0,3,FORA
BRASIL - SÉRIE A,CRUZEIRO,GOIÁS,1,0,CASA
BRASIL - SÉRIE A,AVAÍ,CHAPECOENSE,2,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,PALMEIRAS,2,2,EMPATE
BRASIL - SÉRIE A,GRÊMIO,VASCO DA GAMA,2,0,CASA
BRASIL - SÉRIE A,SANTOS,FIGUEIRENSE,3,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,CRUZEIRO,1,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,JOINVILLE,0,2,FORA
BRASIL - SÉRIE A,PALMEIRAS,AVAÍ,3,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,FLAMENGO,1,2,FORA
BRASIL - SÉRIE A,VASCO DA GAMA,SÃO PAULO,0,4,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,SPORT RECIFE,2,1,CASA
BRASIL - SÉRIE A,CORINTHIANS,ATLÉTICO PARANAENSE,2,0,CASA
BRASIL - SÉRIE A,CORITIBA,PONTE PRETA,0,0,EMPATE
BRASIL - SÉRIE A,GOIÁS,SANTOS,4,1,CASA
BRASIL - SÉRIE A,CHAPECOENSE,GRÊMIO,1,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,VASCO DA GAMA,1,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,ATLÉTICO PARANAENSE,2,0,CASA
BRASIL - SÉRIE A,AVAÍ,SPORT RECIFE,2,2,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,FLUMINENSE,0,0,EMPATE
BRASIL - SÉRIE A,SANTOS,GRÊMIO,1,3,FORA
BRASIL - SÉRIE A,GOIÁS,CORINTHIANS,0,0,EMPATE
BRASIL - SÉRIE A,PONTE PRETA,PALMEIRAS,0,2,FORA
BRASIL - SÉRIE A,FLAMENGO,FIGUEIRENSE,1,2,FORA
BRASIL - SÉRIE A,INTERNACIONAL,ATLÉTICO MINEIRO,1,3,FORA
BRASIL - SÉRIE A,CORITIBA,JOINVILLE,0,0,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,SANTOS,2,1,CASA
BRASIL - SÉRIE A,PALMEIRAS,CHAPECOENSE,2,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CORITIBA,2,0,CASA
BRASIL - SÉRIE A,GRÊMIO,CRUZEIRO,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,SÃO PAULO,2,1,CASA
