LIGA,CONFRONTO_CASA,CONFRONTO_FORA,PLACAR_CASA,PLACAR_FORA,RESULTADO
BRASIL - SÉRIE A,BOTAFOGO,VASCO DA GAMA,1,1,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,PARANÁ,4,0,CASA
BRASIL - SÉRIE A,GRÊMIO,EC BAHIA,2,2,EMPATE
BRASIL - SÉRIE A,CORINTHIANS,FLAMENGO,0,3,FORA
BRASIL - SÉRIE A,VITÓRIA,SANTOS,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,AMÉRICA MINEIRO,4,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,ATLÉTICO MINEIRO,1,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,PALMEIRAS,0,2,FORA
BRASIL - SÉRIE A,SPORT RECIFE,INTERNACIONAL,2,1,CASA
BRASIL - SÉRIE A,PARANÁ,VASCO DA GAMA,1,1,EMPATE
BRASIL - SÉRIE A,EC BAHIA,FLAMENGO,0,0,EMPATE
BRASIL - SÉRIE A,PALMEIRAS,CRUZEIRO,3,1,CASA
BRASIL - SÉRIE A,SANTOS,ATLÉTICO PARANAENSE,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,SPORT RECIFE,5,2,CASA
BRASIL - SÉRIE A,INTERNACIONAL,VITÓRIA,2,1,CASA
BRASIL - SÉRIE A,BOTAFOGO,SÃO PAULO,2,2,EMPATE
BRASIL - SÉRIE A,CEARÁ,CHAPECOENSE,3,1,CASA
BRASIL - SÉRIE A,FLUMINENSE,GRÊMIO,0,1,FORA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,CORINTHIANS,0,0,EMPATE
BRASIL - SÉRIE A,SANTOS,VASCO DA GAMA,1,1,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,FLUMINENSE,1,2,FORA
BRASIL - SÉRIE A,VASCO DA GAMA,EC BAHIA,2,1,CASA
BRASIL - SÉRIE A,GRÊMIO,CEARÁ,3,2,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,PARANÁ,3,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,INTERNACIONAL,1,1,EMPATE
BRASIL - SÉRIE A,FLAMENGO,ATLÉTICO MINEIRO,2,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,PALMEIRAS,0,1,FORA
BRASIL - SÉRIE A,VITÓRIA,BOTAFOGO,3,4,FORA
BRASIL - SÉRIE A,CRUZEIRO,SANTOS,2,1,CASA
BRASIL - SÉRIE A,SÃO PAULO,AMÉRICA MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,INTERNACIONAL,2,1,CASA
BRASIL - SÉRIE A,BOTAFOGO,AMÉRICA MINEIRO,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,FLUMINENSE,3,1,CASA
BRASIL - SÉRIE A,CRUZEIRO,ATLÉTICO MINEIRO,0,0,EMPATE
BRASIL - SÉRIE A,SANTOS,SÃO PAULO,0,0,EMPATE
BRASIL - SÉRIE A,EC BAHIA,PALMEIRAS,1,1,EMPATE
BRASIL - SÉRIE A,CORINTHIANS,SPORT RECIFE,2,1,CASA
BRASIL - SÉRIE A,CEARÁ,VITÓRIA,2,0,CASA
BRASIL - SÉRIE A,GRÊMIO,PARANÁ,2,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,FLAMENGO,1,1,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,ATLÉTICO PARANAENSE,2,1,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,ATLÉTICO PARANAENSE,3,1,CASA
BRASIL - SÉRIE A,FLAMENGO,CHAPECOENSE,2,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,GRÊMIO,1,0,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,CEARÁ,0,0,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,BOTAFOGO,1,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,CORINTHIANS,1,0,CASA
BRASIL - SÉRIE A,PARANÁ,SANTOS,0,2,FORA
BRASIL - SÉRIE A,VITÓRIA,VASCO DA GAMA,1,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,CRUZEIRO,0,0,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,EC BAHIA,1,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,ATLÉTICO PARANAENSE,2,0,CASA
BRASIL - SÉRIE A,PARANÁ,CHAPECOENSE,1,1,EMPATE
BRASIL - SÉRIE A,INTERNACIONAL,FLAMENGO,2,1,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,SÃO PAULO,1,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,VITÓRIA,0,0,EMPATE
BRASIL - SÉRIE A,SANTOS,GRÊMIO,0,0,EMPATE
BRASIL - SÉRIE A,AMÉRICA MINEIRO,VASCO DA GAMA,2,1,CASA
BRASIL - SÉRIE A,EC BAHIA,SPORT RECIFE,2,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,CRUZEIRO,1,1,EMPATE
BRASIL - SÉRIE A,CEARÁ,CORINTHIANS,2,1,CASA
BRASIL - SÉRIE A,CORINTHIANS,ATLÉTICO MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,FLAMENGO,CEARÁ,0,1,FORA
BRASIL - SÉRIE A,SÃO PAULO,FLUMINENSE,1,1,EMPATE
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,EC BAHIA,2,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,PARANÁ,1,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,INTERNACIONAL,0,0,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,PALMEIRAS,1,2,FORA
BRASIL - SÉRIE A,CORINTHIANS,ATLÉTICO MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,FLAMENGO,CEARÁ,0,1,FORA
BRASIL - SÉRIE A,SÃO PAULO,FLUMINENSE,1,1,EMPATE
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,EC BAHIA,2,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,PARANÁ,1,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,INTERNACIONAL,0,0,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,PALMEIRAS,1,2,FORA
BRASIL - SÉRIE A,VITÓRIA,AMÉRICA MINEIRO,1,0,CASA
BRASIL - SÉRIE A,GRÊMIO,BOTAFOGO,4,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,SANTOS,0,3,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,VASCO DA GAMA,1,0,CASA
BRASIL - SÉRIE A,CEARÁ,EC BAHIA,0,2,FORA
BRASIL - SÉRIE A,CRUZEIRO,FLUMINENSE,2,1,CASA
BRASIL - SÉRIE A,BOTAFOGO,SPORT RECIFE,2,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,CEARÁ,1,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,PALMEIRAS,0,0,EMPATE
BRASIL - SÉRIE A,AMÉRICA MINEIRO,FLAMENGO,2,2,EMPATE
BRASIL - SÉRIE A,VITÓRIA,ATLÉTICO MINEIRO,1,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,CHAPECOENSE,3,1,CASA
BRASIL - SÉRIE A,SANTOS,EC BAHIA,2,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,PARANÁ,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,GRÊMIO,2,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,AMÉRICA MINEIRO,0,2,FORA
BRASIL - SÉRIE A,PALMEIRAS,BOTAFOGO,2,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,CORINTHIANS,1,0,CASA
BRASIL - SÉRIE A,GRÊMIO,CRUZEIRO,1,1,EMPATE
BRASIL - SÉRIE A,FLAMENGO,VITÓRIA,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,VASCO DA GAMA,0,0,EMPATE
BRASIL - SÉRIE A,EC BAHIA,INTERNACIONAL,0,1,FORA
BRASIL - SÉRIE A,PARANÁ,SÃO PAULO,1,1,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,CEARÁ,1,1,EMPATE
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,FLAMENGO,3,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,PARANÁ,1,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,ATLÉTICO MINEIRO,0,3,FORA
BRASIL - SÉRIE A,VITÓRIA,PALMEIRAS,0,3,FORA
BRASIL - SÉRIE A,CRUZEIRO,EC BAHIA,1,1,EMPATE
BRASIL - SÉRIE A,AMÉRICA MINEIRO,FLUMINENSE,0,0,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,CHAPECOENSE,2,0,CASA
BRASIL - SÉRIE A,SANTOS,SPORT RECIFE,3,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,GRÊMIO,0,1,FORA
BRASIL - SÉRIE A,FLUMINENSE,INTERNACIONAL,0,3,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,SANTOS,3,1,CASA
BRASIL - SÉRIE A,PARANÁ,BOTAFOGO,1,1,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,CORINTHIANS,2,1,CASA
BRASIL - SÉRIE A,FLAMENGO,CRUZEIRO,1,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,SÃO PAULO,1,3,FORA
BRASIL - SÉRIE A,PALMEIRAS,VASCO DA GAMA,1,0,CASA
BRASIL - SÉRIE A,GRÊMIO,VITÓRIA,4,0,CASA
BRASIL - SÉRIE A,CEARÁ,ATLÉTICO PARANAENSE,0,0,EMPATE
BRASIL - SÉRIE A,EC BAHIA,AMÉRICA MINEIRO,1,0,CASA
BRASIL - SÉRIE A,CEARÁ,SANTOS,1,1,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,INTERNACIONAL,0,1,FORA
BRASIL - SÉRIE A,CORINTHIANS,ATLÉTICO PARANAENSE,0,0,EMPATE
BRASIL - SÉRIE A,PARANÁ,CEARÁ,0,1,FORA
BRASIL - SÉRIE A,SÃO PAULO,VASCO DA GAMA,2,1,CASA
BRASIL - SÉRIE A,VITÓRIA,CRUZEIRO,1,1,EMPATE
BRASIL - SÉRIE A,AMÉRICA MINEIRO,PALMEIRAS,0,0,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,EC BAHIA,1,1,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,CHAPECOENSE,1,1,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,SANTOS,0,0,EMPATE
BRASIL - SÉRIE A,GRÊMIO,FLAMENGO,2,0,CASA
BRASIL - SÉRIE A,EC BAHIA,ATLÉTICO MINEIRO,2,2,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,CORINTHIANS,1,4,FORA
BRASIL - SÉRIE A,PALMEIRAS,PARANÁ,3,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,VITÓRIA,4,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,BOTAFOGO,3,0,CASA
BRASIL - SÉRIE A,FLAMENGO,SPORT RECIFE,4,1,CASA
BRASIL - SÉRIE A,CRUZEIRO,SÃO PAULO,0,2,FORA
BRASIL - SÉRIE A,CHAPECOENSE,GRÊMIO,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,AMÉRICA MINEIRO,0,1,FORA
BRASIL - SÉRIE A,CEARÁ,FLUMINENSE,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,PARANÁ,2,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,CRUZEIRO,2,0,CASA
BRASIL - SÉRIE A,SANTOS,FLAMENGO,1,1,EMPATE
BRASIL - SÉRIE A,GRÊMIO,SÃO PAULO,2,1,CASA
BRASIL - SÉRIE A,VITÓRIA,SPORT RECIFE,1,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,CHAPECOENSE,1,0,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,INTERNACIONAL,2,1,CASA
BRASIL - SÉRIE A,FLUMINENSE,PALMEIRAS,1,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,CEARÁ,1,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,CORINTHIANS,3,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,FLUMINENSE,1,2,FORA
BRASIL - SÉRIE A,PALMEIRAS,ATLÉTICO MINEIRO,3,2,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,GRÊMIO,1,0,CASA
BRASIL - SÉRIE A,EC BAHIA,VITÓRIA,4,1,CASA
BRASIL - SÉRIE A,PARANÁ,AMÉRICA MINEIRO,1,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,ATLÉTICO PARANAENSE,2,1,CASA
BRASIL - SÉRIE A,CHAPECOENSE,SANTOS,0,0,EMPATE
BRASIL - SÉRIE A,FLAMENGO,BOTAFOGO,2,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,INTERNACIONAL,2,2,EMPATE
BRASIL - SÉRIE A,VITÓRIA,PARANÁ,1,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,BOTAFOGO,2,0,CASA
BRASIL - SÉRIE A,FLAMENGO,SÃO PAULO,0,1,FORA
BRASIL - SÉRIE A,GRÊMIO,ATLÉTICO MINEIRO,2,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,EC BAHIA,1,1,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,AMÉRICA MINEIRO,3,1,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,FLUMINENSE,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,PALMEIRAS,1,1,EMPATE
BRASIL - SÉRIE A,CEARÁ,SPORT RECIFE,1,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,ATLÉTICO PARANAENSE,2,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,FLAMENGO,1,1,EMPATE
BRASIL - SÉRIE A,EC BAHIA,CORINTHIANS,1,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,VASCO DA GAMA,3,1,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CEARÁ,2,1,CASA
BRASIL - SÉRIE A,SÃO PAULO,VITÓRIA,3,0,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,CHAPECOENSE,0,0,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,SANTOS,0,1,FORA
BRASIL - SÉRIE A,SPORT RECIFE,GRÊMIO,0,0,EMPATE
BRASIL - SÉRIE A,PARANÁ,CRUZEIRO,1,1,EMPATE
BRASIL - SÉRIE A,CORINTHIANS,VITÓRIA,0,0,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,FLUMINENSE,5,2,CASA
BRASIL - SÉRIE A,CEARÁ,PALMEIRAS,2,2,EMPATE
BRASIL - SÉRIE A,GRÊMIO,AMÉRICA MINEIRO,1,0,CASA
BRASIL - SÉRIE A,EC BAHIA,BOTAFOGO,3,3,EMPATE
BRASIL - SÉRIE A,SANTOS,INTERNACIONAL,1,2,FORA
BRASIL - SÉRIE A,FLAMENGO,PARANÁ,2,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,SÃO PAULO,0,1,FORA
BRASIL - SÉRIE A,VASCO DA GAMA,SPORT RECIFE,3,2,CASA
BRASIL - SÉRIE A,CHAPECOENSE,CRUZEIRO,2,0,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,ATLÉTICO MINEIRO,1,3,FORA
BRASIL - SÉRIE A,CORINTHIANS,SANTOS,1,1,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,ATLÉTICO PARANAENSE,1,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,VASCO DA GAMA,1,1,EMPATE
BRASIL - SÉRIE A,GRÊMIO,PALMEIRAS,0,2,FORA
BRASIL - SÉRIE A,FLUMINENSE,FLAMENGO,0,2,FORA
BRASIL - SÉRIE A,PARANÁ,EC BAHIA,1,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,INTERNACIONAL,0,0,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,CEARÁ,0,0,EMPATE
BRASIL - SÉRIE A,VITÓRIA,CHAPECOENSE,1,0,CASA
BRASIL - SÉRIE A,PARANÁ,FLUMINENSE,2,1,CASA
BRASIL - SÉRIE A,PALMEIRAS,SÃO PAULO,3,1,CASA
BRASIL - SÉRIE A,FLAMENGO,CORINTHIANS,1,0,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,ATLÉTICO PARANAENSE,3,1,CASA
BRASIL - SÉRIE A,EC BAHIA,GRÊMIO,0,2,FORA
BRASIL - SÉRIE A,SANTOS,VITÓRIA,5,2,CASA
BRASIL - SÉRIE A,CEARÁ,CRUZEIRO,0,1,FORA
BRASIL - SÉRIE A,INTERNACIONAL,SPORT RECIFE,0,0,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CHAPECOENSE,3,3,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,BOTAFOGO,1,2,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,SANTOS,2,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,CEARÁ,2,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,BOTAFOGO,3,2,CASA
BRASIL - SÉRIE A,GRÊMIO,FLUMINENSE,0,0,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,PALMEIRAS,1,0,CASA
BRASIL - SÉRIE A,FLAMENGO,EC BAHIA,2,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,AMÉRICA MINEIRO,1,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,ATLÉTICO MINEIRO,3,2,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,PARANÁ,1,0,CASA
BRASIL - SÉRIE A,VITÓRIA,INTERNACIONAL,2,3,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,FLAMENGO,0,1,FORA
BRASIL - SÉRIE A,PARANÁ,ATLÉTICO PARANAENSE,0,0,EMPATE
BRASIL - SÉRIE A,INTERNACIONAL,CORINTHIANS,2,1,CASA
BRASIL - SÉRIE A,EC BAHIA,VASCO DA GAMA,3,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,VITÓRIA,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,CRUZEIRO,0,1,FORA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,SÃO PAULO,1,3,FORA
BRASIL - SÉRIE A,CEARÁ,GRÊMIO,0,1,FORA
BRASIL - SÉRIE A,FLUMINENSE,CHAPECOENSE,3,1,CASA
BRASIL - SÉRIE A,PALMEIRAS,SPORT RECIFE,2,3,FORA
BRASIL - SÉRIE A,INTERNACIONAL,CHAPECOENSE,3,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,EC BAHIA,3,0,CASA
BRASIL - SÉRIE A,VITÓRIA,CEARÁ,2,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,CORINTHIANS,1,1,EMPATE
BRASIL - SÉRIE A,PARANÁ,GRÊMIO,0,0,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,SANTOS,1,0,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,BOTAFOGO,1,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,ATLÉTICO PARANAENSE,2,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CRUZEIRO,1,0,CASA
BRASIL - SÉRIE A,FLAMENGO,VASCO DA GAMA,1,1,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,FLUMINENSE,2,1,CASA
BRASIL - SÉRIE A,CEARÁ,AMÉRICA MINEIRO,2,2,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,SPORT RECIFE,2,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,PALMEIRAS,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,ATLÉTICO MINEIRO,1,2,FORA
BRASIL - SÉRIE A,CHAPECOENSE,FLAMENGO,3,2,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,VITÓRIA,2,3,FORA
BRASIL - SÉRIE A,EC BAHIA,SÃO PAULO,2,2,EMPATE
BRASIL - SÉRIE A,SANTOS,PARANÁ,3,1,CASA
BRASIL - SÉRIE A,GRÊMIO,INTERNACIONAL,0,0,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,PARANÁ,1,1,EMPATE
BRASIL - SÉRIE A,CORINTHIANS,CEARÁ,1,1,EMPATE
BRASIL - SÉRIE A,VITÓRIA,FLUMINENSE,1,2,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,PALMEIRAS,1,3,FORA
BRASIL - SÉRIE A,FLAMENGO,INTERNACIONAL,2,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,BOTAFOGO,1,0,CASA
BRASIL - SÉRIE A,GRÊMIO,SANTOS,5,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,EC BAHIA,2,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,ATLÉTICO MINEIRO,2,2,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,AMÉRICA MINEIRO,4,1,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,VITÓRIA,2,1,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CORINTHIANS,1,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,SÃO PAULO,1,1,EMPATE
BRASIL - SÉRIE A,EC BAHIA,ATLÉTICO PARANAENSE,0,0,EMPATE
BRASIL - SÉRIE A,CEARÁ,FLAMENGO,0,3,FORA
BRASIL - SÉRIE A,PARANÁ,SPORT RECIFE,1,2,FORA
BRASIL - SÉRIE A,PALMEIRAS,CHAPECOENSE,0,0,EMPATE
BRASIL - SÉRIE A,INTERNACIONAL,CRUZEIRO,0,0,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,GRÊMIO,2,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,BOTAFOGO,1,1,EMPATE
BRASIL - SÉRIE A,PARANÁ,CORINTHIANS,0,4,FORA
BRASIL - SÉRIE A,FLUMINENSE,CRUZEIRO,1,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,INTERNACIONAL,1,0,CASA
BRASIL - SÉRIE A,CEARÁ,SÃO PAULO,0,0,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,VITÓRIA,2,1,CASA
BRASIL - SÉRIE A,CHAPECOENSE,VASCO DA GAMA,1,1,EMPATE
BRASIL - SÉRIE A,GRÊMIO,ATLÉTICO PARANAENSE,0,0,EMPATE
BRASIL - SÉRIE A,EC BAHIA,SANTOS,1,0,CASA
BRASIL - SÉRIE A,FLAMENGO,AMÉRICA MINEIRO,2,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,PARANÁ,1,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,PALMEIRAS,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,CEARÁ,2,0,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,SPORT RECIFE,3,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,FLUMINENSE,2,1,CASA
BRASIL - SÉRIE A,INTERNACIONAL,EC BAHIA,2,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,ATLÉTICO MINEIRO,2,1,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,CHAPECOENSE,5,1,CASA
BRASIL - SÉRIE A,CRUZEIRO,GRÊMIO,0,1,FORA
BRASIL - SÉRIE A,VITÓRIA,FLAMENGO,2,2,EMPATE
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,FLUMINENSE,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,AVAÍ,1,1,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,PONTE PRETA,2,1,CASA
BRASIL - SÉRIE A,CHAPECOENSE,CORITIBA,2,1,CASA
BRASIL - SÉRIE A,SÃO PAULO,EC BAHIA,1,1,EMPATE
BRASIL - SÉRIE A,VITÓRIA,FLAMENGO,1,2,FORA
BRASIL - SÉRIE A,SPORT RECIFE,CORINTHIANS,1,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,CRUZEIRO,2,2,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,GRÊMIO,4,3,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,PALMEIRAS,3,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,BOTAFOGO,2,0,CASA
BRASIL - SÉRIE A,AVAÍ,ATLÉTICO PARANAENSE,1,0,CASA
BRASIL - SÉRIE A,CORITIBA,SÃO PAULO,1,2,FORA
BRASIL - SÉRIE A,GRÊMIO,ATLÉTICO GOIANIENSE,1,1,EMPATE
BRASIL - SÉRIE A,PONTE PRETA,VITÓRIA,2,3,FORA
BRASIL - SÉRIE A,CORINTHIANS,ATLÉTICO MINEIRO,2,2,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,VASCO DA GAMA,0,1,FORA
BRASIL - SÉRIE A,EC BAHIA,CHAPECOENSE,0,1,FORA
BRASIL - SÉRIE A,FLAMENGO,SANTOS,1,2,FORA
BRASIL - SÉRIE A,FLUMINENSE,SPORT RECIFE,1,2,FORA
BRASIL - SÉRIE A,FLUMINENSE,PONTE PRETA,2,0,CASA
BRASIL - SÉRIE A,AVAÍ,PALMEIRAS,2,1,CASA
BRASIL - SÉRIE A,VITÓRIA,CRUZEIRO,1,1,EMPATE
BRASIL - SÉRIE A,FLAMENGO,CORINTHIANS,3,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,BOTAFOGO,0,0,EMPATE
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,CHAPECOENSE,1,1,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,EC BAHIA,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,VASCO DA GAMA,3,1,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CORITIBA,3,0,CASA
BRASIL - SÉRIE A,SANTOS,GRÊMIO,1,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,ATLÉTICO GOIANIENSE,1,2,FORA
BRASIL - SÉRIE A,CHAPECOENSE,VITÓRIA,2,1,CASA
BRASIL - SÉRIE A,PALMEIRAS,SPORT RECIFE,5,1,CASA
BRASIL - SÉRIE A,CORITIBA,FLAMENGO,1,0,CASA
BRASIL - SÉRIE A,EC BAHIA,SANTOS,3,1,CASA
BRASIL - SÉRIE A,PONTE PRETA,ATLÉTICO PARANAENSE,2,1,CASA
BRASIL - SÉRIE A,GRÊMIO,SÃO PAULO,1,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,AVAÍ,2,2,EMPATE
BRASIL - SÉRIE A,CORINTHIANS,FLUMINENSE,3,1,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,ATLÉTICO MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,SANTOS,2,0,CASA
BRASIL - SÉRIE A,GRÊMIO,VITÓRIA,1,1,EMPATE
BRASIL - SÉRIE A,PALMEIRAS,FLAMENGO,2,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,SÃO PAULO,1,1,EMPATE
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,SPORT RECIFE,2,0,CASA
BRASIL - SÉRIE A,EC BAHIA,ATLÉTICO MINEIRO,2,2,EMPATE
BRASIL - SÉRIE A,CORITIBA,PONTE PRETA,1,1,EMPATE
